"Town","Region","FiscalYear","Substance","Adm_Count_by_Drug_Yr_Town","Adm_Count_Yr_Town","Adm_Count_by_Drug_Yr_Region","Adm_Count_Yr_Region","Adm_Count_by_Drug_Yr_State","Adm_Count_Yr_State","Pct Adm Drug Town","Pct Adm Drug Region","Pct Adm Drug State"
"East Haddam","Eastern Region",2014,"Alcohol",68,126,6324,13735,24611,65045,54,46,37.8
"East Haddam","Eastern Region",2015,"Crack",1,99,362,13332,2169,67992,1,2.7,3.2
"East Haddam","Eastern Region",2016,"Heroin",60,121,4897,12737,25634,67054,49.6,38.4,38.2
"East Haddam","Eastern Region",2014,"Cocaine",3,126,459,13735,2712,65045,2.4,3.3,4.2
"East Haddam","Eastern Region",2014,"Crack",2,126,404,13735,2496,65045,1.6,2.9,3.8
"East Haddam","Eastern Region",2015,"Marijuana, Hashish, THC",6,99,1038,13332,8754,67992,6.1,7.8,12.9
"East Haddam","Eastern Region",2015,"Benzodiazepines",3,99,107,13332,817,67992,3,0.8,1.2
"East Haddam","Eastern Region",2014,"Other Opiates and Synthetics",9,126,795,13735,3231,65045,7.1,5.8,5
"East Haddam","Eastern Region",2014,"PCP",2,126,58,13735,1023,65045,1.6,0.4,1.6
"East Haddam","Eastern Region",2014,"Marijuana, Hashish, THC",9,126,1153,13735,8281,65045,7.1,8.4,12.7
"East Haddam","Eastern Region",2016,"Alcohol",51,121,5318,12737,23336,67054,42.1,41.8,34.8
"East Haddam","Eastern Region",2016,"Cocaine",3,121,390,12737,2479,67054,2.5,3.1,3.7
"East Haddam","Eastern Region",2014,"Other",3,126,156,13735,797,65045,2.4,1.1,1.2
"East Haddam","Eastern Region",2016,"Other",1,121,133,12737,719,67054,0.8,1,1.1
"East Haddam","Eastern Region",2016,"Marijuana, Hashish, THC",3,121,999,12737,8159,67054,2.5,7.8,12.2
"East Haddam","Eastern Region",2016,"Other Opiates and Synthetics",2,121,542,12737,2792,67054,1.7,4.3,4.2
"East Haddam","Eastern Region",2015,"Other",2,99,161,13332,856,67992,2,1.2,1.3
"East Haddam","Eastern Region",2016,"Benzodiazepines",1,121,104,12737,840,67054,0.8,0.8,1.3
"East Hampton","Eastern Region",2016,"Other Opiates and Synthetics",7,199,542,12737,2792,67054,3.5,4.3,4.2
"East Hampton","Eastern Region",2014,"Alcohol",122,227,6324,13735,24611,65045,53.7,46,37.8
"East Hampton","Eastern Region",2016,"Crack",5,199,310,12737,2039,67054,2.5,2.4,3
"East Hampton","Eastern Region",2016,"Heroin",67,199,4897,12737,25634,67054,33.7,38.4,38.2
"East Hampton","Eastern Region",2016,"Other",2,199,133,12737,719,67054,1,1,1.1
"East Hampton","Eastern Region",2016,"Alcohol",94,199,5318,12737,23336,67054,47.2,41.8,34.8
"East Hampton","Eastern Region",2014,"Heroin",60,227,4277,13735,21053,65045,26.4,31.1,32.4
"East Hampton","Eastern Region",2015,"Heroin",67,203,4615,13332,24247,67992,33,34.6,35.7
"East Hampton","Eastern Region",2014,"Marijuana, Hashish, THC",23,227,1153,13735,8281,65045,10.1,8.4,12.7
"East Hampton","Eastern Region",2016,"Marijuana, Hashish, THC",17,199,999,12737,8159,67054,8.5,7.8,12.2
"East Hampton","Eastern Region",2015,"Marijuana, Hashish, THC",18,203,1038,13332,8754,67992,8.9,7.8,12.9
"East Hampton","Eastern Region",2014,"Other Opiates and Synthetics",14,227,795,13735,3231,65045,6.2,5.8,5
"East Hampton","Eastern Region",2016,"Cocaine",7,199,390,12737,2479,67054,3.5,3.1,3.7
"East Hampton","Eastern Region",2014,"Crack",2,227,404,13735,2496,65045,0.9,2.9,3.8
"East Hampton","Eastern Region",2014,"Cocaine",2,227,459,13735,2712,65045,0.9,3.3,4.2
"East Hampton","Eastern Region",2015,"Other Opiates and Synthetics",10,203,707,13332,3209,67992,4.9,5.3,4.7
"East Hampton","Eastern Region",2015,"Alcohol",91,203,5886,13332,24428,67992,44.8,44.1,35.9
"East Hampton","Eastern Region",2014,"Other",3,227,156,13735,797,65045,1.3,1.1,1.2
"East Hampton","Eastern Region",2015,"Cocaine",11,203,413,13332,2450,67992,5.4,3.1,3.6
"East Hampton","Eastern Region",2015,"Crack",3,203,362,13332,2169,67992,1.5,2.7,3.2
"East Hampton","Eastern Region",2015,"Other",2,203,161,13332,856,67992,1,1.2,1.3
"East Hampton","Eastern Region",2015,"Benzodiazepines",1,203,107,13332,817,67992,0.5,0.8,1.2
"East Hampton","Eastern Region",2014,"Benzodiazepines",1,227,109,13735,841,65045,0.4,0.8,1.3
"East Hartford","North Central Region",2016,"Heroin",319,785,4658,11955,25634,67054,40.6,39,38.2
"East Hartford","North Central Region",2016,"Alcohol",302,785,4311,11955,23336,67054,38.5,36.1,34.8
"East Hartford","North Central Region",2016,"Marijuana, Hashish, THC",64,785,1527,11955,8159,67054,8.2,12.8,12.2
"East Hartford","North Central Region",2014,"Marijuana, Hashish, THC",97,1110,1627,12451,8281,65045,8.7,13.1,12.7
"East Hartford","North Central Region",2014,"Other Opiates and Synthetics",42,1110,287,12451,3231,65045,3.8,2.3,5
"East Hartford","North Central Region",2016,"Benzodiazepines",7,785,54,11955,840,67054,0.9,0.5,1.3
"East Hartford","North Central Region",2016,"Other Opiates and Synthetics",22,785,236,11955,2792,67054,2.8,2,4.2
"East Hartford","North Central Region",2016,"Crack",23,785,387,11955,2039,67054,2.9,3.2,3
"East Hartford","North Central Region",2014,"Alcohol",472,1110,4698,12451,24611,65045,42.5,37.7,37.8
"East Hartford","North Central Region",2016,"Cocaine",27,785,386,11955,2479,67054,3.4,3.2,3.7
"East Hartford","North Central Region",2014,"Crack",47,1110,501,12451,2496,65045,4.2,4,3.8
"East Hartford","North Central Region",2014,"Benzodiazepines",10,1110,91,12451,841,65045,0.9,0.7,1.3
"East Hartford","North Central Region",2014,"Cocaine",45,1110,512,12451,2712,65045,4.1,4.1,4.2
"East Hartford","North Central Region",2014,"PCP",14,1110,244,12451,1023,65045,1.3,2,1.6
"East Hartford","North Central Region",2014,"Other",8,1110,100,12451,797,65045,0.7,0.8,1.2
"East Hartford","North Central Region",2014,"Heroin",375,1110,4391,12451,21053,65045,33.8,35.3,32.4
"East Hartford","North Central Region",2016,"PCP",13,785,277,11955,1056,67054,1.7,2.3,1.6
"East Hartford","North Central Region",2015,"Benzodiazepines",3,825,60,12409,817,67992,0.4,0.5,1.2
"East Hartford","North Central Region",2015,"Crack",20,825,393,12409,2169,67992,2.4,3.2,3.2
"East Hartford","North Central Region",2015,"Heroin",324,825,4744,12409,24247,67992,39.3,38.2,35.7
"East Hartford","North Central Region",2015,"Marijuana, Hashish, THC",98,825,1741,12409,8754,67992,11.9,14,12.9
"East Hartford","North Central Region",2015,"Other Opiates and Synthetics",29,825,261,12409,3209,67992,3.5,2.1,4.7
"East Hartford","North Central Region",2015,"PCP",14,825,301,12409,1062,67992,1.7,2.4,1.6
"East Hartford","North Central Region",2015,"Alcohol",307,825,4350,12409,24428,67992,37.2,35.1,35.9
"East Hartford","North Central Region",2015,"Cocaine",25,825,433,12409,2450,67992,3,3.5,3.6
"East Hartford","North Central Region",2015,"Other",5,825,126,12409,856,67992,0.6,1,1.3
"East Hartford","North Central Region",2016,"Other",8,785,119,11955,719,67054,1,1,1.1
"East Haven","South Central Region",2016,"Marijuana, Hashish, THC",59,759,1502,11087,8159,67054,7.8,13.5,12.2
"East Haven","South Central Region",2016,"Other Opiates and Synthetics",58,759,638,11087,2792,67054,7.6,5.8,4.2
"East Haven","South Central Region",2015,"Other Opiates and Synthetics",92,747,699,11215,3209,67992,12.3,6.2,4.7
"East Haven","South Central Region",2015,"Crack",23,747,424,11215,2169,67992,3.1,3.8,3.2
"East Haven","South Central Region",2015,"Heroin",327,747,3629,11215,24247,67992,43.8,32.4,35.7
"East Haven","South Central Region",2016,"Heroin",402,759,3851,11087,25634,67054,53,34.7,38.2
"East Haven","South Central Region",2015,"Marijuana, Hashish, THC",48,747,1381,11215,8754,67992,6.4,12.3,12.9
"East Haven","South Central Region",2016,"Alcohol",161,759,3516,11087,23336,67054,21.2,31.7,34.8
"East Haven","South Central Region",2015,"Other",10,747,209,11215,856,67992,1.3,1.9,1.3
"East Haven","South Central Region",2016,"Crack",18,759,388,11087,2039,67054,2.4,3.5,3
"East Haven","South Central Region",2015,"Alcohol",195,747,3933,11215,24428,67992,26.1,35.1,35.9
"East Haven","South Central Region",2016,"Benzodiazepines",27,759,257,11087,840,67054,3.6,2.3,1.3
"East Haven","South Central Region",2016,"Cocaine",20,759,485,11087,2479,67054,2.6,4.4,3.7
"East Haven","South Central Region",2015,"Benzodiazepines",34,747,278,11215,817,67992,4.6,2.5,1.2
"East Haven","South Central Region",2015,"Cocaine",18,747,420,11215,2450,67992,2.4,3.7,3.6
"East Haven","South Central Region",2016,"Other",8,759,175,11087,719,67054,1.1,1.6,1.1
"East Haven","South Central Region",2014,"Cocaine",24,738,411,10142,2712,65045,3.3,4.1,4.2
"East Haven","South Central Region",2014,"Crack",19,738,514,10142,2496,65045,2.6,5.1,3.8
"East Haven","South Central Region",2014,"Heroin",306,738,2974,10142,21053,65045,41.5,29.3,32.4
"East Haven","South Central Region",2014,"Marijuana, Hashish, THC",33,738,1356,10142,8281,65045,4.5,13.4,12.7
"East Haven","South Central Region",2014,"Other Opiates and Synthetics",89,738,717,10142,3231,65045,12.1,7.1,5
"East Haven","South Central Region",2014,"Alcohol",215,738,3477,10142,24611,65045,29.1,34.3,37.8
"East Haven","South Central Region",2016,"PCP",6,759,275,11087,1056,67054,0.8,2.5,1.6
"East Haven","South Central Region",2014,"Other",11,738,168,10142,797,65045,1.5,1.7,1.2
"East Haven","South Central Region",2014,"Benzodiazepines",39,738,281,10142,841,65045,5.3,2.8,1.3
"East Haven","South Central Region",2014,"PCP",2,738,244,10142,1023,65045,0.3,2.4,1.6
"East Lyme","Eastern Region",2016,"Alcohol",91,247,5318,12737,23336,67054,36.8,41.8,34.8
"East Lyme","Eastern Region",2014,"Alcohol",162,342,6324,13735,24611,65045,47.4,46,37.8
"East Lyme","Eastern Region",2014,"Benzodiazepines",6,342,109,13735,841,65045,1.8,0.8,1.3
"East Lyme","Eastern Region",2014,"Heroin",112,342,4277,13735,21053,65045,32.7,31.1,32.4
"East Lyme","Eastern Region",2016,"Marijuana, Hashish, THC",9,247,999,12737,8159,67054,3.6,7.8,12.2
"East Lyme","Eastern Region",2016,"Other Opiates and Synthetics",27,247,542,12737,2792,67054,10.9,4.3,4.2
"East Lyme","Eastern Region",2014,"Other Opiates and Synthetics",19,342,795,13735,3231,65045,5.6,5.8,5
"East Lyme","Eastern Region",2016,"Heroin",110,247,4897,12737,25634,67054,44.5,38.4,38.2
"East Lyme","Eastern Region",2014,"Crack",17,342,404,13735,2496,65045,5,2.9,3.8
"East Lyme","Eastern Region",2014,"Cocaine",6,342,459,13735,2712,65045,1.8,3.3,4.2
"East Lyme","Eastern Region",2015,"Alcohol",110,264,5886,13332,24428,67992,41.7,44.1,35.9
"East Lyme","Eastern Region",2015,"Heroin",103,264,4615,13332,24247,67992,39,34.6,35.7
"East Lyme","Eastern Region",2015,"Other Opiates and Synthetics",26,264,707,13332,3209,67992,9.8,5.3,4.7
"East Lyme","Eastern Region",2014,"Marijuana, Hashish, THC",16,342,1153,13735,8281,65045,4.7,8.4,12.7
"East Lyme","Eastern Region",2016,"Crack",4,247,310,12737,2039,67054,1.6,2.4,3
"East Lyme","Eastern Region",2016,"Benzodiazepines",1,247,104,12737,840,67054,0.4,0.8,1.3
"East Lyme","Eastern Region",2014,"Other",4,342,156,13735,797,65045,1.2,1.1,1.2
"East Lyme","Eastern Region",2016,"Cocaine",3,247,390,12737,2479,67054,1.2,3.1,3.7
"East Lyme","Eastern Region",2015,"Crack",9,264,362,13332,2169,67992,3.4,2.7,3.2
"East Lyme","Eastern Region",2015,"Cocaine",2,264,413,13332,2450,67992,0.8,3.1,3.6
"East Lyme","Eastern Region",2015,"Marijuana, Hashish, THC",7,264,1038,13332,8754,67992,2.7,7.8,12.9
"East Lyme","Eastern Region",2016,"Other",2,247,133,12737,719,67054,0.8,1,1.1
"East Lyme","Eastern Region",2015,"Benzodiazepines",2,264,107,13332,817,67992,0.8,0.8,1.2
"East Lyme","Eastern Region",2015,"Other",5,264,161,13332,856,67992,1.9,1.2,1.3
"East Windsor","North Central Region",2015,"Alcohol",92,164,4350,12409,24428,67992,56.1,35.1,35.9
"East Windsor","North Central Region",2016,"Heroin",57,134,4658,11955,25634,67054,42.5,39,38.2
"East Windsor","North Central Region",2014,"Alcohol",71,160,4698,12451,24611,65045,44.4,37.7,37.8
"East Windsor","North Central Region",2016,"Cocaine",5,134,386,11955,2479,67054,3.7,3.2,3.7
"East Windsor","North Central Region",2014,"Marijuana, Hashish, THC",13,160,1627,12451,8281,65045,8.1,13.1,12.7
"East Windsor","North Central Region",2016,"Marijuana, Hashish, THC",16,134,1527,11955,8159,67054,11.9,12.8,12.2
"East Windsor","North Central Region",2015,"Cocaine",4,164,433,12409,2450,67992,2.4,3.5,3.6
"East Windsor","North Central Region",2015,"Heroin",52,164,4744,12409,24247,67992,31.7,38.2,35.7
"East Windsor","North Central Region",2016,"Alcohol",55,134,4311,11955,23336,67054,41,36.1,34.8
"East Windsor","North Central Region",2014,"PCP",1,160,244,12451,1023,65045,0.6,2,1.6
"East Windsor","North Central Region",2014,"Heroin",58,160,4391,12451,21053,65045,36.2,35.3,32.4
"East Windsor","North Central Region",2015,"Marijuana, Hashish, THC",10,164,1741,12409,8754,67992,6.1,14,12.9
"East Windsor","North Central Region",2014,"Benzodiazepines",1,160,91,12451,841,65045,0.6,0.7,1.3
"East Windsor","North Central Region",2014,"Cocaine",11,160,512,12451,2712,65045,6.9,4.1,4.2
"East Windsor","North Central Region",2015,"Other",2,164,126,12409,856,67992,1.2,1,1.3
"East Windsor","North Central Region",2014,"Other Opiates and Synthetics",5,160,287,12451,3231,65045,3.1,2.3,5
"East Windsor","North Central Region",2015,"PCP",1,164,301,12409,1062,67992,0.6,2.4,1.6
"East Windsor","North Central Region",2016,"Other Opiates and Synthetics",1,134,236,11955,2792,67054,0.7,2,4.2
"East Windsor","North Central Region",2015,"Crack",2,164,393,12409,2169,67992,1.2,3.2,3.2
"East Windsor","North Central Region",2015,"Benzodiazepines",1,164,60,12409,817,67992,0.6,0.5,1.2
"Ellington","North Central Region",2014,"Other Opiates and Synthetics",6,109,287,12451,3231,65045,5.5,2.3,5
"Ellington","North Central Region",2015,"Heroin",53,117,4744,12409,24247,67992,45.3,38.2,35.7
"Ellington","North Central Region",2015,"Alcohol",54,117,4350,12409,24428,67992,46.2,35.1,35.9
"Ellington","North Central Region",2015,"Marijuana, Hashish, THC",3,117,1741,12409,8754,67992,2.6,14,12.9
"Ellington","North Central Region",2014,"Alcohol",55,109,4698,12451,24611,65045,50.5,37.7,37.8
"Ellington","North Central Region",2015,"Other",1,117,126,12409,856,67992,0.9,1,1.3
"Ellington","North Central Region",2014,"Heroin",35,109,4391,12451,21053,65045,32.1,35.3,32.4
"Ellington","North Central Region",2015,"Other Opiates and Synthetics",5,117,261,12409,3209,67992,4.3,2.1,4.7
"Ellington","North Central Region",2014,"Marijuana, Hashish, THC",7,109,1627,12451,8281,65045,6.4,13.1,12.7
"Ellington","North Central Region",2014,"Cocaine",5,109,512,12451,2712,65045,4.6,4.1,4.2
"Ellington","North Central Region",2016,"Cocaine",4,100,386,11955,2479,67054,4,3.2,3.7
"Ellington","North Central Region",2016,"Crack",7,100,387,11955,2039,67054,7,3.2,3
"Ellington","North Central Region",2016,"Other",1,100,119,11955,719,67054,1,1,1.1
"Ellington","North Central Region",2016,"Alcohol",38,100,4311,11955,23336,67054,38,36.1,34.8
"Ellington","North Central Region",2014,"Crack",1,109,501,12451,2496,65045,0.9,4,3.8
"Ellington","North Central Region",2016,"Heroin",44,100,4658,11955,25634,67054,44,39,38.2
"Ellington","North Central Region",2015,"Benzodiazepines",1,117,60,12409,817,67992,0.9,0.5,1.2
"Ellington","North Central Region",2016,"Marijuana, Hashish, THC",5,100,1527,11955,8159,67054,5,12.8,12.2
"Ellington","North Central Region",2016,"Other Opiates and Synthetics",1,100,236,11955,2792,67054,1,2,4.2
"Enfield","North Central Region",2016,"Heroin",323,764,4658,11955,25634,67054,42.3,39,38.2
"Enfield","North Central Region",2016,"Marijuana, Hashish, THC",56,764,1527,11955,8159,67054,7.3,12.8,12.2
"Enfield","North Central Region",2015,"Other Opiates and Synthetics",40,844,261,12409,3209,67992,4.7,2.1,4.7
"Enfield","North Central Region",2015,"PCP",9,844,301,12409,1062,67992,1.1,2.4,1.6
"Enfield","North Central Region",2016,"Other Opiates and Synthetics",31,764,236,11955,2792,67054,4.1,2,4.2
"Enfield","North Central Region",2015,"Marijuana, Hashish, THC",90,844,1741,12409,8754,67992,10.7,14,12.9
"Enfield","North Central Region",2016,"Cocaine",19,764,386,11955,2479,67054,2.5,3.2,3.7
"Enfield","North Central Region",2014,"PCP",13,894,244,12451,1023,65045,1.5,2,1.6
"Enfield","North Central Region",2015,"Alcohol",339,844,4350,12409,24428,67992,40.2,35.1,35.9
"Enfield","North Central Region",2016,"Alcohol",294,764,4311,11955,23336,67054,38.5,36.1,34.8
"Enfield","North Central Region",2016,"Crack",22,764,387,11955,2039,67054,2.9,3.2,3
"Enfield","North Central Region",2015,"Cocaine",25,844,433,12409,2450,67992,3,3.5,3.6
"Enfield","North Central Region",2015,"Heroin",316,844,4744,12409,24247,67992,37.4,38.2,35.7
"Enfield","North Central Region",2016,"Benzodiazepines",6,764,54,11955,840,67054,0.8,0.5,1.3
"Enfield","North Central Region",2016,"Other",7,764,119,11955,719,67054,0.9,1,1.1
"Enfield","North Central Region",2015,"Benzodiazepines",4,844,60,12409,817,67992,0.5,0.5,1.2
"Enfield","North Central Region",2016,"PCP",6,764,277,11955,1056,67054,0.8,2.3,1.6
"Enfield","North Central Region",2015,"Other",9,844,126,12409,856,67992,1.1,1,1.3
"Enfield","North Central Region",2015,"Crack",12,844,393,12409,2169,67992,1.4,3.2,3.2
"Enfield","North Central Region",2014,"Other Opiates and Synthetics",31,894,287,12451,3231,65045,3.5,2.3,5
"Enfield","North Central Region",2014,"Alcohol",398,894,4698,12451,24611,65045,44.5,37.7,37.8
"Enfield","North Central Region",2014,"Benzodiazepines",9,894,91,12451,841,65045,1,0.7,1.3
"Enfield","North Central Region",2014,"Cocaine",26,894,512,12451,2712,65045,2.9,4.1,4.2
"Enfield","North Central Region",2014,"Crack",18,894,501,12451,2496,65045,2,4,3.8
"Enfield","North Central Region",2014,"Heroin",305,894,4391,12451,21053,65045,34.1,35.3,32.4
"Enfield","North Central Region",2014,"Marijuana, Hashish, THC",88,894,1627,12451,8281,65045,9.8,13.1,12.7
"Enfield","North Central Region",2014,"Other",6,894,100,12451,797,65045,0.7,0.8,1.2
"Essex","Eastern Region",2014,"Heroin",12,57,4277,13735,21053,65045,21.1,31.1,32.4
"Essex","Eastern Region",2014,"Alcohol",32,57,6324,13735,24611,65045,56.1,46,37.8
"Essex","Eastern Region",2014,"Marijuana, Hashish, THC",3,57,1153,13735,8281,65045,5.3,8.4,12.7
"Essex","Eastern Region",2014,"Other Opiates and Synthetics",6,57,795,13735,3231,65045,10.5,5.8,5
"Essex","Eastern Region",2014,"Crack",3,57,404,13735,2496,65045,5.3,2.9,3.8
"Essex","Eastern Region",2015,"Heroin",13,61,4615,13332,24247,67992,21.3,34.6,35.7
"Essex","Eastern Region",2015,"Cocaine",5,61,413,13332,2450,67992,8.2,3.1,3.6
"Essex","Eastern Region",2015,"Alcohol",35,61,5886,13332,24428,67992,57.4,44.1,35.9
"Essex","Eastern Region",2015,"Marijuana, Hashish, THC",3,61,1038,13332,8754,67992,4.9,7.8,12.9
"Essex","Eastern Region",2015,"Other Opiates and Synthetics",4,61,707,13332,3209,67992,6.6,5.3,4.7
"Essex","Eastern Region",2014,"Cocaine",1,57,459,13735,2712,65045,1.8,3.3,4.2
"Essex","Eastern Region",2015,"Benzodiazepines",1,61,107,13332,817,67992,1.6,0.8,1.2
"Fairfield","Southwest Region",2014,"Other",3,331,99,8891,797,65045,0.9,1.1,1.2
"Fairfield","Southwest Region",2014,"Crack",5,331,479,8891,2496,65045,1.5,5.4,3.8
"Fairfield","Southwest Region",2015,"Alcohol",132,318,2833,9558,24428,67992,41.5,29.6,35.9
"Fairfield","Southwest Region",2014,"Alcohol",138,331,2591,8891,24611,65045,41.7,29.1,37.8
"Fairfield","Southwest Region",2014,"Benzodiazepines",8,331,174,8891,841,65045,2.4,2,1.3
"Fairfield","Southwest Region",2014,"Heroin",108,331,2671,8891,21053,65045,32.6,30,32.4
"Fairfield","Southwest Region",2014,"Cocaine",15,331,436,8891,2712,65045,4.5,4.9,4.2
"Fairfield","Southwest Region",2014,"Other Opiates and Synthetics",30,331,437,8891,3231,65045,9.1,4.9,5
"Fairfield","Southwest Region",2015,"Other",3,318,98,9558,856,67992,0.9,1,1.3
"Fairfield","Southwest Region",2014,"Marijuana, Hashish, THC",22,331,1704,8891,8281,65045,6.6,19.2,12.7
"Fairfield","Southwest Region",2015,"Cocaine",13,318,438,9558,2450,67992,4.1,4.6,3.6
"Fairfield","Southwest Region",2015,"Heroin",99,318,3018,9558,24247,67992,31.1,31.6,35.7
"Fairfield","Southwest Region",2015,"Marijuana, Hashish, THC",31,318,1930,9558,8754,67992,9.7,20.2,12.9
"Fairfield","Southwest Region",2015,"Other Opiates and Synthetics",23,318,432,9558,3209,67992,7.2,4.5,4.7
"Fairfield","Southwest Region",2015,"Benzodiazepines",12,318,143,9558,817,67992,3.8,1.5,1.2
"Fairfield","Southwest Region",2015,"Crack",5,318,381,9558,2169,67992,1.6,4,3.2
"Fairfield","Southwest Region",2016,"Cocaine",5,303,375,8741,2479,67054,1.7,4.3,3.7
"Fairfield","Southwest Region",2016,"Heroin",98,303,3226,8741,25634,67054,32.3,36.9,38.2
"Fairfield","Southwest Region",2016,"Other Opiates and Synthetics",26,303,416,8741,2792,67054,8.6,4.8,4.2
"Fairfield","Southwest Region",2016,"Alcohol",129,303,2491,8741,23336,67054,42.6,28.5,34.8
"Fairfield","Southwest Region",2016,"Benzodiazepines",8,303,177,8741,840,67054,2.6,2,1.3
"Fairfield","Southwest Region",2016,"Marijuana, Hashish, THC",27,303,1359,8741,8159,67054,8.9,15.5,12.2
"Fairfield","Southwest Region",2016,"Other",4,303,110,8741,719,67054,1.3,1.3,1.1
"Fairfield","Southwest Region",2016,"Crack",3,303,360,8741,2039,67054,1,4.1,3
"Fairfield","Southwest Region",2016,"PCP",3,303,227,8741,1056,67054,1,2.6,1.6
"Fairfield","Southwest Region",2014,"PCP",2,331,300,8891,1023,65045,0.6,3.4,1.6
"Farmington","Central Region",2015,"Crack",1,170,194,8799,2169,67992,0.6,2.2,3.2
"Farmington","Central Region",2016,"Heroin",67,195,3717,9163,25634,67054,34.4,40.6,38.2
"Farmington","Central Region",2015,"Cocaine",5,170,311,8799,2450,67992,2.9,3.5,3.6
"Farmington","Central Region",2015,"Heroin",53,170,3468,8799,24247,67992,31.2,39.4,35.7
"Farmington","Central Region",2015,"Other Opiates and Synthetics",6,170,426,8799,3209,67992,3.5,4.8,4.7
"Farmington","Central Region",2016,"Other Opiates and Synthetics",9,195,357,9163,2792,67054,4.6,3.9,4.2
"Farmington","Central Region",2015,"Marijuana, Hashish, THC",21,170,921,8799,8754,67992,12.4,10.5,12.9
"Farmington","Central Region",2016,"Marijuana, Hashish, THC",16,195,994,9163,8159,67054,8.2,10.8,12.2
"Farmington","Central Region",2014,"Heroin",54,174,2843,8170,21053,65045,31,34.8,32.4
"Farmington","Central Region",2016,"Cocaine",7,195,364,9163,2479,67054,3.6,4,3.7
"Farmington","Central Region",2015,"Alcohol",83,170,3210,8799,24428,67992,48.8,36.5,35.9
"Farmington","Central Region",2016,"Alcohol",90,195,3310,9163,23336,67054,46.2,36.1,34.8
"Farmington","Central Region",2014,"Cocaine",7,174,360,8170,2712,65045,4,4.4,4.2
"Farmington","Central Region",2016,"Crack",2,195,186,9163,2039,67054,1,2,3
"Farmington","Central Region",2014,"Alcohol",89,174,3296,8170,24611,65045,51.1,40.3,37.8
"Farmington","Central Region",2014,"Benzodiazepines",2,174,56,8170,841,65045,1.1,0.7,1.3
"Farmington","Central Region",2014,"Other Opiates and Synthetics",5,174,375,8170,3231,65045,2.9,4.6,5
"Farmington","Central Region",2014,"Crack",1,174,186,8170,2496,65045,0.6,2.3,3.8
"Farmington","Central Region",2015,"Benzodiazepines",1,170,91,8799,817,67992,0.6,1,1.2
"Farmington","Central Region",2016,"Other",3,195,67,9163,719,67054,1.5,0.7,1.1
"Farmington","Central Region",2014,"Marijuana, Hashish, THC",12,174,920,8170,8281,65045,6.9,11.3,12.7
"Farmington","Central Region",2016,"Benzodiazepines",1,195,87,9163,840,67054,0.5,0.9,1.3
"Farmington","Central Region",2014,"PCP",2,174,51,8170,1023,65045,1.1,0.6,1.6
"Farmington","Central Region",2014,"Other",2,174,83,8170,797,65045,1.1,1,1.2
"Glastonbury","North Central Region",2015,"Other Opiates and Synthetics",11,245,261,12409,3209,67992,4.5,2.1,4.7
"Glastonbury","North Central Region",2014,"Alcohol",135,225,4698,12451,24611,65045,60,37.7,37.8
"Glastonbury","North Central Region",2014,"Heroin",63,225,4391,12451,21053,65045,28,35.3,32.4
"Glastonbury","North Central Region",2015,"Alcohol",114,245,4350,12409,24428,67992,46.5,35.1,35.9
"Glastonbury","North Central Region",2015,"Other",4,245,126,12409,856,67992,1.6,1,1.3
"Glastonbury","North Central Region",2014,"Cocaine",7,225,512,12451,2712,65045,3.1,4.1,4.2
"Glastonbury","North Central Region",2014,"Crack",3,225,501,12451,2496,65045,1.3,4,3.8
"Glastonbury","North Central Region",2015,"Crack",6,245,393,12409,2169,67992,2.4,3.2,3.2
"Glastonbury","North Central Region",2015,"Heroin",87,245,4744,12409,24247,67992,35.5,38.2,35.7
"Glastonbury","North Central Region",2015,"Marijuana, Hashish, THC",12,245,1741,12409,8754,67992,4.9,14,12.9
"Glastonbury","North Central Region",2014,"Marijuana, Hashish, THC",9,225,1627,12451,8281,65045,4,13.1,12.7
"Glastonbury","North Central Region",2014,"Other Opiates and Synthetics",2,225,287,12451,3231,65045,0.9,2.3,5
"Glastonbury","North Central Region",2014,"Other",3,225,100,12451,797,65045,1.3,0.8,1.2
"Glastonbury","North Central Region",2015,"Cocaine",4,245,433,12409,2450,67992,1.6,3.5,3.6
"Glastonbury","North Central Region",2015,"Benzodiazepines",4,245,60,12409,817,67992,1.6,0.5,1.2
"Glastonbury","North Central Region",2015,"PCP",3,245,301,12409,1062,67992,1.2,2.4,1.6
"Glastonbury","North Central Region",2016,"Alcohol",119,252,4311,11955,23336,67054,47.2,36.1,34.8
"Glastonbury","North Central Region",2016,"Marijuana, Hashish, THC",9,252,1527,11955,8159,67054,3.6,12.8,12.2
"Glastonbury","North Central Region",2016,"Other Opiates and Synthetics",10,252,236,11955,2792,67054,4,2,4.2
"Glastonbury","North Central Region",2016,"Heroin",98,252,4658,11955,25634,67054,38.9,39,38.2
"Glastonbury","North Central Region",2014,"Benzodiazepines",3,225,91,12451,841,65045,1.3,0.7,1.3
"Glastonbury","North Central Region",2016,"Cocaine",5,252,386,11955,2479,67054,2,3.2,3.7
"Glastonbury","North Central Region",2016,"Benzodiazepines",2,252,54,11955,840,67054,0.8,0.5,1.3
"Glastonbury","North Central Region",2016,"Other",2,252,119,11955,719,67054,0.8,1,1.1
"Glastonbury","North Central Region",2016,"Crack",5,252,387,11955,2039,67054,2,3.2,3
"Glastonbury","North Central Region",2016,"PCP",2,252,277,11955,1056,67054,0.8,2.3,1.6
