"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"East Haven",900922910,"2012-2016","Total","Number","Margins of Error",239,"South Central Region"
"East Haven",900922910,"2012-2016","Total","Percent","Employed or Enrolled Youth",91.43,"South Central Region"
"East Haven",900922910,"2012-2016","Total","Percent","Margins of Error",24.48,"South Central Region"
"East Haven",900922910,"2012-2016","Female","Number","Employed or Enrolled Youth",548,"South Central Region"
"East Haven",900922910,"2012-2016","Female","Number","Margins of Error",161,"South Central Region"
"East Haven",900922910,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.68,"South Central Region"
"East Haven",900922910,"2012-2016","Female","Percent","Margins of Error",37.82,"South Central Region"
"East Haven",900922910,"2012-2016","Male","Number","Employed or Enrolled Youth",668,"South Central Region"
"East Haven",900922910,"2012-2016","Male","Number","Margins of Error",176,"South Central Region"
"East Haven",900922910,"2012-2016","Male","Percent","Employed or Enrolled Youth",89.66,"South Central Region"
"East Haven",900922910,"2012-2016","Male","Percent","Margins of Error",32.08,"South Central Region"
"East Lyme",901123400,"2012-2016","Total","Number","Employed or Enrolled Youth",664,"Eastern Region"
"East Lyme",901123400,"2012-2016","Total","Number","Margins of Error",131,"Eastern Region"
"East Lyme",901123400,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.37,"Eastern Region"
"East Lyme",901123400,"2012-2016","Total","Percent","Margins of Error",26.61,"Eastern Region"
"East Lyme",901123400,"2012-2016","Female","Number","Employed or Enrolled Youth",374,"Eastern Region"
"East Lyme",901123400,"2012-2016","Female","Number","Margins of Error",103,"Eastern Region"
"East Lyme",901123400,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.42,"Eastern Region"
"East Lyme",901123400,"2012-2016","Female","Percent","Margins of Error",38.18,"Eastern Region"
"East Lyme",901123400,"2012-2016","Male","Number","Employed or Enrolled Youth",290,"Eastern Region"
"East Lyme",901123400,"2012-2016","Male","Number","Margins of Error",81,"Eastern Region"
"East Lyme",901123400,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.85,"Eastern Region"
"East Lyme",901123400,"2012-2016","Male","Percent","Margins of Error",36.67,"Eastern Region"
"Easton",900123890,"2012-2016","Total","Number","Employed or Enrolled Youth",440,"Southwest Region"
"Easton",900123890,"2012-2016","Total","Number","Margins of Error",124,"Southwest Region"
"Easton",900123890,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.49,"Southwest Region"
"Easton",900123890,"2012-2016","Total","Percent","Margins of Error",37.06,"Southwest Region"
"Easton",900123890,"2012-2016","Female","Number","Employed or Enrolled Youth",215,"Southwest Region"
"Easton",900123890,"2012-2016","Female","Number","Margins of Error",82,"Southwest Region"
"Easton",900123890,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Easton",900123890,"2012-2016","Female","Percent","Margins of Error",53.23,"Southwest Region"
"Easton",900123890,"2012-2016","Male","Number","Employed or Enrolled Youth",225,"Southwest Region"
"Easton",900123890,"2012-2016","Male","Number","Margins of Error",93,"Southwest Region"
"Easton",900123890,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.36,"Southwest Region"
"Easton",900123890,"2012-2016","Male","Percent","Margins of Error",52.84,"Southwest Region"
"East Windsor",900324800,"2012-2016","Total","Number","Employed or Enrolled Youth",293,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","Number","Margins of Error",154,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.72,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","Percent","Margins of Error",67.27,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","Number","Employed or Enrolled Youth",122,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","Number","Margins of Error",111,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","Percent","Employed or Enrolled Youth",99.19,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","Percent","Margins of Error",125.59,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","Number","Employed or Enrolled Youth",171,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","Number","Margins of Error",106,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","Percent","Employed or Enrolled Youth",88.6,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","Percent","Margins of Error",74.8,"North Central Region"
"Ellington",901325360,"2012-2016","Total","Number","Employed or Enrolled Youth",763,"North Central Region"
"Ellington",901325360,"2012-2016","Total","Number","Margins of Error",244,"North Central Region"
"Ellington",901325360,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.32,"North Central Region"
"Ellington",901325360,"2012-2016","Total","Percent","Margins of Error",43.36,"North Central Region"
"Ellington",901325360,"2012-2016","Female","Number","Employed or Enrolled Youth",337,"North Central Region"
"Ellington",901325360,"2012-2016","Female","Number","Margins of Error",177,"North Central Region"
"Ellington",901325360,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.29,"North Central Region"
"Ellington",901325360,"2012-2016","Female","Percent","Margins of Error",68.38,"North Central Region"
"Ellington",901325360,"2012-2016","Male","Number","Employed or Enrolled Youth",426,"North Central Region"
"Ellington",901325360,"2012-2016","Male","Number","Margins of Error",167,"North Central Region"
"Ellington",901325360,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Ellington",901325360,"2012-2016","Male","Percent","Margins of Error",55.14,"North Central Region"
"Enfield",900325990,"2012-2016","Total","Number","Employed or Enrolled Youth",2245,"North Central Region"
"Enfield",900325990,"2012-2016","Total","Number","Margins of Error",312,"North Central Region"
"Enfield",900325990,"2012-2016","Total","Percent","Employed or Enrolled Youth",94.25,"North Central Region"
"Enfield",900325990,"2012-2016","Total","Percent","Margins of Error",18.3,"North Central Region"
"Enfield",900325990,"2012-2016","Female","Number","Employed or Enrolled Youth",1043,"North Central Region"
"Enfield",900325990,"2012-2016","Female","Number","Margins of Error",221,"North Central Region"
"Enfield",900325990,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.48,"North Central Region"
"Enfield",900325990,"2012-2016","Female","Percent","Margins of Error",28.51,"North Central Region"
"Enfield",900325990,"2012-2016","Male","Number","Employed or Enrolled Youth",1202,"North Central Region"
"Enfield",900325990,"2012-2016","Male","Number","Margins of Error",220,"North Central Region"
"Enfield",900325990,"2012-2016","Male","Percent","Employed or Enrolled Youth",91.62,"North Central Region"
"Enfield",900325990,"2012-2016","Male","Percent","Margins of Error",23.09,"North Central Region"
"Essex",900726270,"2012-2016","Total","Number","Employed or Enrolled Youth",356,"Eastern Region"
"Essex",900726270,"2012-2016","Total","Number","Margins of Error",122,"Eastern Region"
"Essex",900726270,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Essex",900726270,"2012-2016","Total","Percent","Margins of Error",44.34,"Eastern Region"
"Essex",900726270,"2012-2016","Female","Number","Employed or Enrolled Youth",205,"Eastern Region"
"Essex",900726270,"2012-2016","Female","Number","Margins of Error",85,"Eastern Region"
"Essex",900726270,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Essex",900726270,"2012-2016","Female","Percent","Margins of Error",57.77,"Eastern Region"
"Essex",900726270,"2012-2016","Male","Number","Employed or Enrolled Youth",151,"Eastern Region"
"Essex",900726270,"2012-2016","Male","Number","Margins of Error",87,"Eastern Region"
"Essex",900726270,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Essex",900726270,"2012-2016","Male","Percent","Margins of Error",80.67,"Eastern Region"
"Fairfield",900126620,"2012-2016","Total","Number","Employed or Enrolled Youth",5273,"Southwest Region"
"Fairfield",900126620,"2012-2016","Total","Number","Margins of Error",397,"Southwest Region"
"Fairfield",900126620,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.19,"Southwest Region"
"Fairfield",900126620,"2012-2016","Total","Percent","Margins of Error",10.04,"Southwest Region"
"Fairfield",900126620,"2012-2016","Female","Number","Employed or Enrolled Youth",2785,"Southwest Region"
"Fairfield",900126620,"2012-2016","Female","Number","Margins of Error",306,"Southwest Region"
"Fairfield",900126620,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.51,"Southwest Region"
"Fairfield",900126620,"2012-2016","Female","Percent","Margins of Error",15.06,"Southwest Region"
"Fairfield",900126620,"2012-2016","Male","Number","Employed or Enrolled Youth",2488,"Southwest Region"
"Fairfield",900126620,"2012-2016","Male","Number","Margins of Error",253,"Southwest Region"
"Fairfield",900126620,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.71,"Southwest Region"
"Fairfield",900126620,"2012-2016","Male","Percent","Margins of Error",13.38,"Southwest Region"
"Farmington",900327600,"2012-2016","Total","Number","Employed or Enrolled Youth",1251,"Central Region"
"Farmington",900327600,"2012-2016","Total","Number","Margins of Error",221,"Central Region"
"Farmington",900327600,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.27,"Central Region"
"Farmington",900327600,"2012-2016","Total","Percent","Margins of Error",24.06,"Central Region"
"Farmington",900327600,"2012-2016","Female","Number","Employed or Enrolled Youth",622,"Central Region"
"Farmington",900327600,"2012-2016","Female","Number","Margins of Error",166,"Central Region"
"Farmington",900327600,"2012-2016","Female","Percent","Employed or Enrolled Youth",99.52,"Central Region"
"Farmington",900327600,"2012-2016","Female","Percent","Margins of Error",37.13,"Central Region"
"Farmington",900327600,"2012-2016","Male","Number","Employed or Enrolled Youth",629,"Central Region"
"Farmington",900327600,"2012-2016","Male","Number","Margins of Error",146,"Central Region"
"Farmington",900327600,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.07,"Central Region"
"Farmington",900327600,"2012-2016","Male","Percent","Margins of Error",31.78,"Central Region"
"Franklin",901129910,"2012-2016","Total","Number","Employed or Enrolled Youth",94,"Eastern Region"
"Franklin",901129910,"2012-2016","Total","Number","Margins of Error",33,"Eastern Region"
"Franklin",901129910,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Franklin",901129910,"2012-2016","Total","Percent","Margins of Error",46.33,"Eastern Region"
"Franklin",901129910,"2012-2016","Female","Number","Employed or Enrolled Youth",56,"Eastern Region"
"Franklin",901129910,"2012-2016","Female","Number","Margins of Error",26,"Eastern Region"
"Franklin",901129910,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Franklin",901129910,"2012-2016","Female","Percent","Margins of Error",60.5,"Eastern Region"
"Franklin",901129910,"2012-2016","Male","Number","Employed or Enrolled Youth",38,"Eastern Region"
"Franklin",901129910,"2012-2016","Male","Number","Margins of Error",21,"Eastern Region"
"Franklin",901129910,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Franklin",901129910,"2012-2016","Male","Percent","Margins of Error",73.17,"Eastern Region"
"Glastonbury",900331240,"2012-2016","Total","Number","Employed or Enrolled Youth",1771,"North Central Region"
"Glastonbury",900331240,"2012-2016","Total","Number","Margins of Error",244,"North Central Region"
"Glastonbury",900331240,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.06,"North Central Region"
"Glastonbury",900331240,"2012-2016","Total","Percent","Margins of Error",18.94,"North Central Region"
"Glastonbury",900331240,"2012-2016","Female","Number","Employed or Enrolled Youth",881,"North Central Region"
"Glastonbury",900331240,"2012-2016","Female","Number","Margins of Error",188,"North Central Region"
"Glastonbury",900331240,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.78,"North Central Region"
"Glastonbury",900331240,"2012-2016","Female","Percent","Margins of Error",29.88,"North Central Region"
"Glastonbury",900331240,"2012-2016","Male","Number","Employed or Enrolled Youth",890,"North Central Region"
"Glastonbury",900331240,"2012-2016","Male","Number","Margins of Error",156,"North Central Region"
"Glastonbury",900331240,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.34,"North Central Region"
"Glastonbury",900331240,"2012-2016","Male","Percent","Margins of Error",24.18,"North Central Region"
"Goshen",900532290,"2012-2016","Total","Number","Employed or Enrolled Youth",89,"Western Region"
"Goshen",900532290,"2012-2016","Total","Number","Margins of Error",56,"Western Region"
"Goshen",900532290,"2012-2016","Total","Percent","Employed or Enrolled Youth",87.25,"Western Region"
"Goshen",900532290,"2012-2016","Total","Percent","Margins of Error",70.69,"Western Region"
"Goshen",900532290,"2012-2016","Female","Number","Employed or Enrolled Youth",54,"Western Region"
"Goshen",900532290,"2012-2016","Female","Number","Margins of Error",39,"Western Region"
"Goshen",900532290,"2012-2016","Female","Percent","Employed or Enrolled Youth",80.6,"Western Region"
"Goshen",900532290,"2012-2016","Female","Percent","Margins of Error",76.82,"Western Region"
"Goshen",900532290,"2012-2016","Male","Number","Employed or Enrolled Youth",35,"Western Region"
"Goshen",900532290,"2012-2016","Male","Number","Margins of Error",40,"Western Region"
"Goshen",900532290,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Goshen",900532290,"2012-2016","Male","Percent","Margins of Error",153.33,"Western Region"
"Granby",900332640,"2012-2016","Total","Number","Employed or Enrolled Youth",663,"North Central Region"
"Granby",900332640,"2012-2016","Total","Number","Margins of Error",179,"North Central Region"
"Granby",900332640,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Granby",900332640,"2012-2016","Total","Percent","Margins of Error",38.27,"North Central Region"
"Granby",900332640,"2012-2016","Female","Number","Employed or Enrolled Youth",385,"North Central Region"
"Granby",900332640,"2012-2016","Female","Number","Margins of Error",133,"North Central Region"
"Granby",900332640,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Granby",900332640,"2012-2016","Female","Percent","Margins of Error",47.49,"North Central Region"
"Granby",900332640,"2012-2016","Male","Number","Employed or Enrolled Youth",278,"North Central Region"
"Granby",900332640,"2012-2016","Male","Number","Margins of Error",119,"North Central Region"
"Granby",900332640,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Granby",900332640,"2012-2016","Male","Percent","Margins of Error",59.8,"North Central Region"
"Greenwich",900133620,"2012-2016","Total","Number","Employed or Enrolled Youth",2928,"Southwest Region"
"Greenwich",900133620,"2012-2016","Total","Number","Margins of Error",345,"Southwest Region"
"Greenwich",900133620,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.06,"Southwest Region"
"Greenwich",900133620,"2012-2016","Total","Percent","Margins of Error",15.56,"Southwest Region"
"Greenwich",900133620,"2012-2016","Female","Number","Employed or Enrolled Youth",1318,"Southwest Region"
"Greenwich",900133620,"2012-2016","Female","Number","Margins of Error",220,"Southwest Region"
"Greenwich",900133620,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.36,"Southwest Region"
"Greenwich",900133620,"2012-2016","Female","Percent","Margins of Error",23.26,"Southwest Region"
"Greenwich",900133620,"2012-2016","Male","Number","Employed or Enrolled Youth",1610,"Southwest Region"
"Greenwich",900133620,"2012-2016","Male","Number","Margins of Error",266,"Southwest Region"
"Greenwich",900133620,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.81,"Southwest Region"
"Greenwich",900133620,"2012-2016","Male","Percent","Margins of Error",21.99,"Southwest Region"
"Griswold",901133900,"2012-2016","Total","Number","Employed or Enrolled Youth",532,"Eastern Region"
"Griswold",901133900,"2012-2016","Total","Number","Margins of Error",148,"Eastern Region"
"Griswold",901133900,"2012-2016","Total","Percent","Employed or Enrolled Youth",93.01,"Eastern Region"
"Griswold",901133900,"2012-2016","Total","Percent","Margins of Error",36.86,"Eastern Region"
"Griswold",901133900,"2012-2016","Female","Number","Employed or Enrolled Youth",365,"Eastern Region"
"Griswold",901133900,"2012-2016","Female","Number","Margins of Error",120,"Eastern Region"
"Griswold",901133900,"2012-2016","Female","Percent","Employed or Enrolled Youth",90.12,"Eastern Region"
"Griswold",901133900,"2012-2016","Female","Percent","Margins of Error",40.42,"Eastern Region"
"Griswold",901133900,"2012-2016","Male","Number","Employed or Enrolled Youth",167,"Eastern Region"
"Griswold",901133900,"2012-2016","Male","Number","Margins of Error",85,"Eastern Region"
"Griswold",901133900,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Griswold",901133900,"2012-2016","Male","Percent","Margins of Error",70.77,"Eastern Region"
"Groton",901134250,"2012-2016","Total","Number","Employed or Enrolled Youth",2291,"Eastern Region"
"Groton",901134250,"2012-2016","Total","Number","Margins of Error",455,"Eastern Region"
"Groton",901134250,"2012-2016","Total","Percent","Employed or Enrolled Youth",94.71,"Eastern Region"
"Groton",901134250,"2012-2016","Total","Percent","Margins of Error",25.49,"Eastern Region"
"Groton",901134250,"2012-2016","Female","Number","Employed or Enrolled Youth",637,"Eastern Region"
"Groton",901134250,"2012-2016","Female","Number","Margins of Error",176,"Eastern Region"
"Groton",901134250,"2012-2016","Female","Percent","Employed or Enrolled Youth",85.96,"Eastern Region"
"Groton",901134250,"2012-2016","Female","Percent","Margins of Error",34.36,"Eastern Region"
"Groton",901134250,"2012-2016","Male","Number","Employed or Enrolled Youth",1654,"Eastern Region"
"Groton",901134250,"2012-2016","Male","Number","Margins of Error",420,"Eastern Region"
"Groton",901134250,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.57,"Eastern Region"
"Groton",901134250,"2012-2016","Male","Percent","Margins of Error",33.61,"Eastern Region"
"Guilford",900934950,"2012-2016","Total","Number","Employed or Enrolled Youth",1068,"Eastern Region"
"Guilford",900934950,"2012-2016","Total","Number","Margins of Error",237,"Eastern Region"
"Guilford",900934950,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.44,"Eastern Region"
"Guilford",900934950,"2012-2016","Total","Percent","Margins of Error",28.39,"Eastern Region"
"Guilford",900934950,"2012-2016","Female","Number","Employed or Enrolled Youth",563,"Eastern Region"
"Guilford",900934950,"2012-2016","Female","Number","Margins of Error",181,"Eastern Region"
"Guilford",900934950,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.52,"Eastern Region"
"Guilford",900934950,"2012-2016","Female","Percent","Margins of Error",40.48,"Eastern Region"
"Guilford",900934950,"2012-2016","Male","Number","Employed or Enrolled Youth",505,"Eastern Region"
"Guilford",900934950,"2012-2016","Male","Number","Margins of Error",153,"Eastern Region"
"Guilford",900934950,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.68,"Eastern Region"
"Guilford",900934950,"2012-2016","Male","Percent","Margins of Error",41.13,"Eastern Region"
"Haddam",900735230,"2012-2016","Total","Number","Employed or Enrolled Youth",503,"Eastern Region"
"Haddam",900735230,"2012-2016","Total","Number","Margins of Error",163,"Eastern Region"
"Haddam",900735230,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Haddam",900735230,"2012-2016","Total","Percent","Margins of Error",41.11,"Eastern Region"
"Haddam",900735230,"2012-2016","Female","Number","Employed or Enrolled Youth",213,"Eastern Region"
"Haddam",900735230,"2012-2016","Female","Number","Margins of Error",120,"Eastern Region"
"Haddam",900735230,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Haddam",900735230,"2012-2016","Female","Percent","Margins of Error",79.15,"Eastern Region"
"Haddam",900735230,"2012-2016","Male","Number","Employed or Enrolled Youth",290,"Eastern Region"
"Haddam",900735230,"2012-2016","Male","Number","Margins of Error",110,"Eastern Region"
"Haddam",900735230,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Haddam",900735230,"2012-2016","Male","Percent","Margins of Error",50.62,"Eastern Region"
"Hamden",900935650,"2012-2016","Total","Number","Employed or Enrolled Youth",5078,"South Central Region"
"Hamden",900935650,"2012-2016","Total","Number","Margins of Error",445,"South Central Region"
"Hamden",900935650,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.2,"South Central Region"
"Hamden",900935650,"2012-2016","Total","Percent","Margins of Error",12.21,"South Central Region"
"Hamden",900935650,"2012-2016","Female","Number","Employed or Enrolled Youth",2984,"South Central Region"
"Hamden",900935650,"2012-2016","Female","Number","Margins of Error",312,"South Central Region"
"Hamden",900935650,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.04,"South Central Region"
"Hamden",900935650,"2012-2016","Female","Percent","Margins of Error",14.65,"South Central Region"
"Hamden",900935650,"2012-2016","Male","Number","Employed or Enrolled Youth",2094,"South Central Region"
"Hamden",900935650,"2012-2016","Male","Number","Margins of Error",318,"South Central Region"
"Hamden",900935650,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.03,"South Central Region"
"Hamden",900935650,"2012-2016","Male","Percent","Margins of Error",19.36,"South Central Region"
"Hampton",901536000,"2012-2016","Total","Number","Employed or Enrolled Youth",87,"Eastern Region"
"Hampton",901536000,"2012-2016","Total","Number","Margins of Error",38,"Eastern Region"
"Hampton",901536000,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.75,"Eastern Region"
"Hampton",901536000,"2012-2016","Total","Percent","Margins of Error",57.42,"Eastern Region"
"Hampton",901536000,"2012-2016","Female","Number","Employed or Enrolled Youth",43,"Eastern Region"
"Hampton",901536000,"2012-2016","Female","Number","Margins of Error",25,"Eastern Region"
"Hampton",901536000,"2012-2016","Female","Percent","Employed or Enrolled Youth",95.56,"Eastern Region"
"Hampton",901536000,"2012-2016","Female","Percent","Margins of Error",70.54,"Eastern Region"
"Hampton",901536000,"2012-2016","Male","Number","Employed or Enrolled Youth",44,"Eastern Region"
"Hampton",901536000,"2012-2016","Male","Number","Margins of Error",29,"Eastern Region"
"Hampton",901536000,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Hampton",901536000,"2012-2016","Male","Percent","Margins of Error",88.37,"Eastern Region"
"Hartford",900337070,"2012-2016","Total","Number","Employed or Enrolled Youth",8505,"North Central Region"
"Hartford",900337070,"2012-2016","Total","Number","Margins of Error",558,"North Central Region"
"Hartford",900337070,"2012-2016","Total","Percent","Employed or Enrolled Youth",90.45,"North Central Region"
"Hartford",900337070,"2012-2016","Total","Percent","Margins of Error",8.28,"North Central Region"
"Hartford",900337070,"2012-2016","Female","Number","Employed or Enrolled Youth",4583,"North Central Region"
"Hartford",900337070,"2012-2016","Female","Number","Margins of Error",402,"North Central Region"
"Hartford",900337070,"2012-2016","Female","Percent","Employed or Enrolled Youth",90.99,"North Central Region"
"Hartford",900337070,"2012-2016","Female","Percent","Margins of Error",10.57,"North Central Region"
"Hartford",900337070,"2012-2016","Male","Number","Employed or Enrolled Youth",3922,"North Central Region"
"Hartford",900337070,"2012-2016","Male","Number","Margins of Error",386,"North Central Region"
"Hartford",900337070,"2012-2016","Male","Percent","Employed or Enrolled Youth",89.83,"North Central Region"
"Hartford",900337070,"2012-2016","Male","Percent","Margins of Error",11.97,"North Central Region"
"Hartland",900337140,"2012-2016","Total","Number","Employed or Enrolled Youth",100,"Western Region"
"Hartland",900337140,"2012-2016","Total","Number","Margins of Error",47,"Western Region"
"Hartland",900337140,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.15,"Western Region"
"Hartland",900337140,"2012-2016","Total","Percent","Margins of Error",57.83,"Western Region"
"Hartland",900337140,"2012-2016","Female","Number","Employed or Enrolled Youth",34,"Western Region"
"Hartland",900337140,"2012-2016","Female","Number","Margins of Error",20,"Western Region"
"Hartland",900337140,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Hartland",900337140,"2012-2016","Female","Percent","Margins of Error",74.58,"Western Region"
"Hartland",900337140,"2012-2016","Male","Number","Employed or Enrolled Youth",66,"Western Region"
"Hartland",900337140,"2012-2016","Male","Number","Margins of Error",42,"Western Region"
"Hartland",900337140,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.29,"Western Region"
"Hartland",900337140,"2012-2016","Male","Percent","Margins of Error",79.24,"Western Region"
"Harwinton",900537280,"2012-2016","Total","Number","Employed or Enrolled Youth",269,"Western Region"
"Harwinton",900537280,"2012-2016","Total","Number","Margins of Error",100,"Western Region"
"Harwinton",900537280,"2012-2016","Total","Percent","Employed or Enrolled Youth",89.67,"Western Region"
"Harwinton",900537280,"2012-2016","Total","Percent","Margins of Error",46.02,"Western Region"
"Harwinton",900537280,"2012-2016","Female","Number","Employed or Enrolled Youth",127,"Western Region"
"Harwinton",900537280,"2012-2016","Female","Number","Margins of Error",71,"Western Region"
"Harwinton",900537280,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Harwinton",900537280,"2012-2016","Female","Percent","Margins of Error",78.23,"Western Region"
"Harwinton",900537280,"2012-2016","Male","Number","Employed or Enrolled Youth",142,"Western Region"
"Harwinton",900537280,"2012-2016","Male","Number","Margins of Error",70,"Western Region"
"Harwinton",900537280,"2012-2016","Male","Percent","Employed or Enrolled Youth",82.08,"Western Region"
"Harwinton",900537280,"2012-2016","Male","Percent","Margins of Error",54.88,"Western Region"
"Hebron",901337910,"2012-2016","Total","Number","Employed or Enrolled Youth",663,"North Central Region"
"Hebron",901337910,"2012-2016","Total","Number","Margins of Error",219,"North Central Region"
"Hebron",901337910,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.4,"North Central Region"
"Hebron",901337910,"2012-2016","Total","Percent","Margins of Error",42.48,"North Central Region"
"Hebron",901337910,"2012-2016","Female","Number","Employed or Enrolled Youth",322,"North Central Region"
"Hebron",901337910,"2012-2016","Female","Number","Margins of Error",145,"North Central Region"
"Hebron",901337910,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.88,"North Central Region"
"Hebron",901337910,"2012-2016","Female","Percent","Margins of Error",58.17,"North Central Region"
"Hebron",901337910,"2012-2016","Male","Number","Employed or Enrolled Youth",341,"North Central Region"
"Hebron",901337910,"2012-2016","Male","Number","Margins of Error",165,"North Central Region"
"Hebron",901337910,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.88,"North Central Region"
"Hebron",901337910,"2012-2016","Male","Percent","Margins of Error",64.64,"North Central Region"
"Kent",900540290,"2012-2016","Total","Number","Employed or Enrolled Youth",245,"Western Region"
"Kent",900540290,"2012-2016","Total","Number","Margins of Error",200,"Western Region"
"Kent",900540290,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.45,"Western Region"
"Kent",900540290,"2012-2016","Total","Percent","Margins of Error",102.22,"Western Region"
"Kent",900540290,"2012-2016","Female","Number","Employed or Enrolled Youth",68,"Western Region"
"Kent",900540290,"2012-2016","Female","Number","Margins of Error",118,"Western Region"
"Kent",900540290,"2012-2016","Female","Percent","Employed or Enrolled Youth",88.31,"Western Region"
"Kent",900540290,"2012-2016","Female","Percent","Margins of Error",203.91,"Western Region"
"Kent",900540290,"2012-2016","Male","Number","Employed or Enrolled Youth",177,"Western Region"
"Kent",900540290,"2012-2016","Male","Number","Margins of Error",161,"Western Region"
"Kent",900540290,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.15,"Western Region"
"Kent",900540290,"2012-2016","Male","Percent","Margins of Error",117.24,"Western Region"
"Killingly",901540500,"2012-2016","Total","Number","Employed or Enrolled Youth",851,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","Number","Margins of Error",231,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.62,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","Percent","Margins of Error",34.84,"Eastern Region"
"Killingly",901540500,"2012-2016","Female","Number","Employed or Enrolled Youth",425,"Eastern Region"
"Killingly",901540500,"2012-2016","Female","Number","Margins of Error",156,"Eastern Region"
"Killingly",901540500,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Killingly",901540500,"2012-2016","Female","Percent","Margins of Error",51.93,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","Number","Employed or Enrolled Youth",426,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","Number","Margins of Error",171,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","Percent","Employed or Enrolled Youth",91.61,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","Percent","Margins of Error",47.11,"Eastern Region"
